EOYBYear,collectDate,sortDate,marshName,marshAbbrev,transect,locationID,replicate,speciesName,liveMass,deadMass,unknownMass,totalMass,sampleComment
2000,,,Bellvue,BV,B,5,A,Distichlis spicata,16,6,0,22,
2000,,,Bellvue,BV,B,5,A,Spartina alterniflora,0,1.2,0,1.2,
2000,,,Bellvue,BV,B,5,A,Spartina patens,24.4,24.9,0,49.3,
2000,,,Bellvue,BV,B,5,B,Distichlis spicata,5.4,2.8,0,8.2,
2000,,,Bellvue,BV,B,5,B,Spartina alterniflora,0,0.1,0,0.1,
2000,,,Bellvue,BV,B,5,B,Spartina patens,17.3,6.3,0,23.6,
2000,,,Bellvue,BV,C,1,a,Spartina alterniflora,63.4,14.2,0,77.6,
2000,,,Bellvue,BV,C,1,b,Spartina alterniflora,68.5,3.6,0,72.1,
2000,,,Bellvue,BV,C,2,a,Spartina alterniflora,18.2,5.3,0,23.5,
2000,,,Bellvue,BV,C,2,b,Spartina alterniflora,9.8,2.3,0,12.1,
2000,,,Bellvue,BV,C,5,A,Distichlis spicata,0.2,0,0,0.2,
2000,,,Bellvue,BV,C,5,A,Spartina patens,11.4,5.8,0,17.2,
2000,,,Bellvue,BV,C,5,B,Distichlis spicata,5.2,0.8,0,6,
2000,,,Bellvue,BV,C,5,B,Spartina alterniflora,0,0.3,0,0.3,
2000,,,Bellvue,BV,C,5,B,Spartina patens,0.9,0.1,0,1,
2000,,,Box Tree,BT,A,1,a,Spartina alterniflora,52.6,26.4,0,79,
2000,,,Box Tree,BT,A,1,b,Distichlis spicata,7.4,1.5,0,8.9,
2000,,,Box Tree,BT,A,1,b,Spartina alterniflora,50.3,16.2,0,66.5,
2000,,,Box Tree,BT,A,1,b,Spartina patens,11.9,3.3,0,15.2,
2000,,,Box Tree,BT,A,3,a,Spartina patens,31.8,60,0,91.8,
2000,,,Box Tree,BT,A,3,a,Unidentified,0,0,0,33.6,
2000,,,Box Tree,BT,A,3,b,Spartina patens,21.2,68.9,0,90.1,
2000,,,Box Tree,BT,A,5,B,Distichlis spicata,0.5,0,0,0.5,
2000,,,Box Tree,BT,A,5,B,Spartina patens,0.3,10.2,0,10.5,
2000,,,Box Tree,BT,A,5,B,Unidentified,0,0,0,86.7,
2000,,,Box Tree,BT,B,1,a,Distichlis spicata,0.3,0.2,0,0.5,
2000,,,Box Tree,BT,B,1,a,Spartina alterniflora,52.6,9.2,0,61.8,
2000,,,Box Tree,BT,B,1,a,Spartina patens,5.6,2.9,0,8.5,
2000,,,Box Tree,BT,B,1,b,Distichlis spicata,8.5,2.4,0,10.9,
2000,,,Box Tree,BT,B,1,b,Spartina alterniflora,13.4,8.2,0,21.6,
2000,,,Box Tree,BT,B,1,b,Spartina patens,30.5,14,0,44.5,
2000,,,Box Tree,BT,B,3,a,Spartina patens,24.3,40.5,0,64.8,
2000,,,Box Tree,BT,B,3,b,Distichlis spicata,0,10.7,0,10.7,
2000,,,Box Tree,BT,B,5,A,Distichlis spicata,7.5,0.8,0,8.3,
2000,,,Box Tree,BT,B,5,A,Juncus gerardi,0.2,0,0,0.2,
2000,,,Box Tree,BT,B,5,A,Spartina patens,60,8.3,0,68.3,
2000,,,Box Tree,BT,B,5,A,Unidentified,0,0,0,43,
2000,,,Box Tree,BT,B,5,B,Distichlis spicata,5.9,2.1,0,8,
2000,,,Box Tree,BT,B,5,B,Juncus gerardi,0.3,0.3,0,0.6,
2000,,,Box Tree,BT,B,5,B,Spartina patens,27.1,17.9,0,45,
2000,,,Box Tree,BT,B,5,B,Unidentified,0,0,0,11.1,
2000,,,Box Tree,BT,C,1,a,Distichlis spicata,8.5,1,0,9.5,
2000,,,Box Tree,BT,C,1,a,Spartina alterniflora,60.2,13,0,73.2,
2000,,,Box Tree,BT,C,1,b,Distichlis spicata,2.6,0.2,0,2.8,
2000,,,Box Tree,BT,C,1,b,Spartina alterniflora,0,3.6,0,3.6,
2000,,,Box Tree,BT,C,1,b,Spartina patens,30.2,7,0,37.2,
2000,,,Box Tree,BT,C,3,a,Spartina patens,3.1,17.4,0,20.5,
2000,,,Box Tree,BT,C,3,b,Distichlis spicata,0.5,0.2,0,0.7,
2000,,,Box Tree,BT,C,3,b,Spartina patens,38.4,25.9,0,64.3,
2000,,,Box Tree,BT,C,5,A,Phragmites australis,197.3,125.2,0,322.5,
2000,,,Box Tree,BT,C,5,A,Spartina patens,0.3,0.3,0,0.6,
2000,,,Box Tree,BT,C,5,B,Phragmites australis,113.2,24.3,0,137.5,
2000,,,Brownsville North,NB,A,3,a,Distichlis spicata,6.3,1.9,0,8.2,
2000,,,Brownsville North,NB,A,3,a,Spartina patens,17,9,0,26,
2000,,,Brownsville North,NB,A,3,b,Distichlis spicata,9.3,3.5,0,12.8,
2000,,,Brownsville North,NB,A,3,b,Spartina patens,73.5,31.2,0,104.7,
2000,,,Brownsville North,NB,A,5,A,Spartina patens,15.6,0,0,15.6,
2000,,,Brownsville North,NB,A,5,B,Distichlis spicata,2.3,0.4,0,2.7,
2000,,,Brownsville North,NB,A,5,B,Juncus gerardi,1,0.8,0,1.8,
2000,,,Brownsville North,NB,A,5,B,Panicum virgatum,0.6,0,0,0.6,
2000,,,Brownsville North,NB,A,5,B,Spartina patens,8.4,1.2,0,9.6,
2000,,,Brownsville North,NB,B,3,a,Distichlis spicata,0.1,50.2,0,50.3,
2000,,,Brownsville North,NB,B,3,a,Spartina patens,0,5.3,0,5.3,
2000,,,Brownsville North,NB,B,3,b,Distichlis spicata,4,2.9,0,6.9,
2000,,,Brownsville North,NB,B,3,b,Spartina patens,11.8,11.5,0,23.3,
2000,,,Brownsville North,NB,B,5,A,Distichlis spicata,0.6,0.1,0,0.7,
2000,,,Brownsville North,NB,B,5,A,Spartina patens,10,11,0,21,
2000,,,Brownsville North,NB,B,5,B,Juncus gerardi,2.7,0.6,0,3.3,
2000,,,Brownsville North,NB,B,5,B,Spartina patens,0.1,0.2,0,0.3,
2000,,,Brownsville North,NB,C,3,a,Distichlis spicata,21.9,37.7,0,59.6,
2000,,,Brownsville North,NB,C,3,a,Spartina patens,41.4,34.6,0,76,
2000,,,Brownsville North,NB,C,3,b,Distichlis spicata,12.3,10.5,0,22.8,
2000,,,Brownsville North,NB,C,3,b,Spartina patens,44.7,67.5,0,112.2,
2000,,,Brownsville North,NB,C,5,A,Distichlis spicata,4.3,2.2,0,6.5,
2000,,,Brownsville North,NB,C,5,A,Spartina patens,10.3,2.3,0,12.6,
2000,,,Brownsville North,NB,C,5,B,Spartina patens,0.5,0.1,0,0.6,
2000,,,Brownsville North,NB,C,5,B,Unidentified,0,0,0,6.5,
2000,,,Channel Point,CP,A,1,a,Spartina alterniflora,34,13,0,47,
2000,,,Channel Point,CP,A,1,a,Spartina alterniflora,64.7,41.8,0,98.8,
2000,,,Channel Point,CP,A,1,a,Spartina alterniflora,57,31.6,0,96.3,
2000,,,Channel Point,CP,A,1,b,Spartina alterniflora,66.5,21.6,0,66.2,
2000,,,Channel Point,CP,A,1,b,Spartina alterniflora,51.7,18.8,0,70.5,
2000,,,Channel Point,CP,A,1,b,Spartina alterniflora,44.6,35.3,0,101.8,
2000,,,Channel Point,CP,A,2,a,Spartina alterniflora,40.4,26.6,0,65.1,
2000,,,Channel Point,CP,A,2,a,Spartina alterniflora,15,9.5,0,24.5,
2000,,,Channel Point,CP,A,2,a,Spartina alterniflora,38.5,16.7,0,57.1,
2000,,,Channel Point,CP,A,2,b,Spartina alterniflora,28.2,14.9,0,43.1,
2000,,,Channel Point,CP,A,2,b,Spartina alterniflora,32.5,34.3,0,107.6,
2000,,,Channel Point,CP,A,2,b,Spartina alterniflora,73.3,28.9,0,61.4,
2000,,,Channel Point,CP,A,3,a,Distichlis spicata,1.3,1.1,0,2.4,
2000,,,Channel Point,CP,A,3,a,Distichlis spicata,18.5,9.4,0,27.9,
2000,,,Channel Point,CP,A,3,a,Juncus roemerianus,70.6,94.4,0,165,
2000,,,Channel Point,CP,A,3,a,Spartina alterniflora,3.7,7,0,10.7,
2000,,,Channel Point,CP,A,3,a,Spartina alterniflora,0,0.6,0,0.6,
2000,,,Channel Point,CP,A,3,a,Spartina patens,61.7,24.2,0,85.9,
2000,,,Channel Point,CP,A,3,a,Spartina patens,20.3,8.4,0,28.7,
2000,,,Channel Point,CP,A,3,b,Distichlis spicata,11.6,7.7,0,19.3,
2000,,,Channel Point,CP,A,3,b,Juncus roemerianus,58.4,70.8,0,129.2,
2000,,,Channel Point,CP,A,3,b,Spartina alterniflora,0,0.3,0,0.3,
2000,,,Channel Point,CP,A,3,b,Spartina alterniflora,0,0.3,0,0.3,
2000,,,Channel Point,CP,A,3,b,Spartina patens,11.5,11,0,22.5,
2000,,,Channel Point,CP,A,3,b,Spartina patens,19.7,29,0,48.7,
2000,,,Channel Point,CP,A,5,A,Distichlis spicata,27.7,9.7,0,37.4,
2000,,,Channel Point,CP,A,5,A,Distichlis spicata,1.4,2.7,0,4.1,
2000,,,Channel Point,CP,A,5,A,Distichlis spicata,3.2,0.5,0,3.7,
2000,,,Channel Point,CP,A,5,A,Juncus gerardi,2.8,0.9,0,3.7,
2000,,,Channel Point,CP,A,5,A,Phragmites australis,29.5,8.9,0,38.4,
2000,,,Channel Point,CP,A,5,A,Spartina alterniflora,0,0.9,0,0.9,
2000,,,Channel Point,CP,A,5,A,Spartina patens,0.8,0.1,0,0.9,
2000,,,Channel Point,CP,A,5,A,Spartina patens,3,0.5,0,3.5,
2000,,,Channel Point,CP,A,5,A,Spartina patens,17.2,6,0,23.2,
2000,,,Channel Point,CP,A,5,B,Distichlis spicata,10.2,1.7,0,11.9,
2000,,,Channel Point,CP,A,5,B,Distichlis spicata,15.7,11.7,0,27.4,
2000,,,Channel Point,CP,A,5,B,Juncus gerardi,0.4,0,0,0.4,
2000,,,Channel Point,CP,A,5,B,Limonium carolinianum,0,1.2,0,1.2,
2000,,,Channel Point,CP,A,5,B,Phragmites australis,6.1,15.5,0,21.6,
2000,,,Channel Point,CP,A,5,B,Spartina alterniflora,0,0.2,0,0.2,
2000,,,Channel Point,CP,A,5,B,Spartina patens,1.4,0.3,0,1.7,
2000,,,Channel Point,CP,A,5,B,Spartina patens,3.8,3.1,0,6.9,
2000,,,Channel Point,CP,B,1,a,Spartina alterniflora,23.1,17.2,0,40.3,
2000,,,Channel Point,CP,B,1,a,Spartina alterniflora,38.7,17.3,0,61.2,
2000,,,Channel Point,CP,B,1,a,Spartina alterniflora,43.9,10.8,0,49.5,
2000,,,Channel Point,CP,B,1,b,Spartina alterniflora,53.5,8.2,0,48.4,
2000,,,Channel Point,CP,B,1,b,Spartina alterniflora,29.9,21.3,0,51.2,
2000,,,Channel Point,CP,B,1,b,Spartina alterniflora,40.2,29.2,0,82.7,
2000,,,Channel Point,CP,B,2,a,Distichlis spicata,2.7,4.2,0,6.9,
2000,,,Channel Point,CP,B,2,a,Spartina alterniflora,24.4,23.9,0,44.8,
2000,,,Channel Point,CP,B,2,a,Spartina alterniflora,20.9,19.8,0,44.2,
2000,,,Channel Point,CP,B,2,a,Spartina alterniflora,10.7,10.7,0,21.4,
2000,,,Channel Point,CP,B,2,b,Distichlis spicata,7.5,7.6,0,15.1,
2000,,,Channel Point,CP,B,2,b,Spartina alterniflora,19.2,13.8,0,33,
2000,,,Channel Point,CP,B,2,b,Spartina alterniflora,16.8,11.9,0,33.6,
2000,,,Channel Point,CP,B,2,b,Spartina alterniflora,21.7,9.3,0,26.1,
2000,,,Channel Point,CP,B,3,a,Distichlis spicata,15.6,14.5,0,30.1,
2000,,,Channel Point,CP,B,3,a,Juncus roemerianus,42.7,61.2,0,103.9,
2000,,,Channel Point,CP,B,3,a,Salicornia sp.,0.5,0.2,0,0.7,
2000,,,Channel Point,CP,B,3,a,Spartina alterniflora,0,1.3,0,1.3,
2000,,,Channel Point,CP,B,3,a,Spartina patens,24.3,2.1,0,26.4,
2000,,,Channel Point,CP,B,3,b,Distichlis spicata,15,16,0,31,
2000,,,Channel Point,CP,B,3,b,Juncus roemerianus,40.6,81.7,0,122.3,
2000,,,Channel Point,CP,B,3,b,Limonium carolinianum,3.2,1.9,0,5.1,
2000,,,Channel Point,CP,B,3,b,Spartina alterniflora,0,0.1,0,0.1,
2000,,,Channel Point,CP,B,3,b,Spartina patens,7,1,0,8,
2000,,,Channel Point,CP,B,5,A,Distichlis spicata,2.1,2.3,0,4.4,
2000,,,Channel Point,CP,B,5,A,Juncus gerardi,2.6,4.6,0,7.2,
2000,,,Channel Point,CP,B,5,A,Phragmites australis,18.9,46.7,0,65.6,
2000,,,Channel Point,CP,B,5,A,Spartina patens,35.7,20.5,0,56.2,
2000,,,Channel Point,CP,B,5,B,Distichlis spicata,7.9,4.4,0,12.3,
2000,,,Channel Point,CP,B,5,B,Juncus gerardi,0.4,7.5,0,7.9,
2000,,,Channel Point,CP,B,5,B,Phragmites australis,44.2,62.1,0,106.3,
2000,,,Channel Point,CP,B,5,B,Spartina patens,24.6,6.8,0,31.4,
2000,,,Channel Point,CP,C,1,a,Spartina alterniflora,28.5,24.8,0,53.3,
2000,,,Channel Point,CP,C,1,a,Spartina alterniflora,36.6,14.7,0,73.9,
2000,,,Channel Point,CP,C,1,a,Spartina alterniflora,59.2,32.5,0,69.1,
2000,,,Channel Point,CP,C,1,b,Spartina alterniflora,93.5,22.9,0,61,
2000,,,Channel Point,CP,C,1,b,Spartina alterniflora,38.1,32.1,0,125.6,
2000,,,Channel Point,CP,C,2,a,Distichlis spicata,1.8,0.6,0,2.4,
2000,,,Channel Point,CP,C,2,a,Distichlis spicata,9.1,2.2,0,11.3,
2000,,,Channel Point,CP,C,2,a,Spartina alterniflora,10.2,15.1,0,27.8,
2000,,,Channel Point,CP,C,2,a,Spartina alterniflora,12.7,9.8,0,20,
2000,,,Channel Point,CP,C,2,a,Spartina alterniflora,11.8,17.3,0,29.1,
2000,,,Channel Point,CP,C,2,b,Distichlis spicata,10.8,4.7,0,15.5,
2000,,,Channel Point,CP,C,2,b,Salicornia sp.,0.2,0,0,0.2,
2000,,,Channel Point,CP,C,2,b,Spartina alterniflora,14.1,15.8,0,43.7,
2000,,,Channel Point,CP,C,2,b,Spartina alterniflora,27.9,10.4,0,24.5,
2000,,,Channel Point,CP,C,2,b,Spartina alterniflora,16.9,12.5,0,29.4,
2000,,,Channel Point,CP,C,3,a,Distichlis spicata,2.9,0.4,0,3.3,
2000,,,Channel Point,CP,C,3,a,Distichlis spicata,12,8.4,0,20.4,
2000,,,Channel Point,CP,C,3,a,Juncus roemerianus,55.7,66.2,0,121.9,
2000,,,Channel Point,CP,C,3,a,Spartina alterniflora,0,1.6,0,12.6,
2000,,,Channel Point,CP,C,3,a,Spartina alterniflora,0,1.4,0,1.4,
2000,,,Channel Point,CP,C,3,a,Spartina alterniflora,11,4.5,0,4.5,
2000,,,Channel Point,CP,C,3,a,Spartina patens,10.5,11.9,0,22.4,
2000,,,Channel Point,CP,C,3,a,Spartina patens,11.2,1.3,0,12.5,
2000,,,Channel Point,CP,C,3,a,Unidentified,0,0,0,1.3,
2000,,,Channel Point,CP,C,3,b,Distichlis spicata,12.4,20.9,0,33.3,
2000,,,Channel Point,CP,C,3,b,Juncus roemerianus,108.6,94,0,202.6,
2000,,,Channel Point,CP,C,3,b,Spartina alterniflora,0,0.2,0,0.2,
2000,,,Channel Point,CP,C,3,b,Spartina patens,7.6,8.7,0,16.3,
2000,,,Channel Point,CP,C,3,b,Spartina patens,2,6.9,0,8.9,
2000,,,Channel Point,CP,C,3,b,Unidentified,0,0,0,0.4,
2000,,,Channel Point,CP,C,5,A,Distichlis spicata,0,0.4,0,0.4,
2000,,,Channel Point,CP,C,5,A,Juncus roemerianus,50.9,63.1,0,114,
2000,,,Channel Point,CP,C,5,A,Phragmites australis,24.7,6.8,0,31.5,
2000,,,Channel Point,CP,C,5,A,Spartina patens,18.8,26.6,0,45.4,
2000,,,Channel Point,CP,C,5,B,Distichlis spicata,2.5,9.3,0,11.8,
2000,,,Channel Point,CP,C,5,B,Distichlis spicata,2,3.3,0,5.3,
2000,,,Channel Point,CP,C,5,B,Juncus gerardi,1,0.3,0,1.3,
2000,,,Channel Point,CP,C,5,B,Phragmites australis,45.2,79.1,0,124.3,
2000,,,Channel Point,CP,C,5,B,Spartina patens,0.8,0.6,0,1.4,
2000,,,Channel Point,CP,C,5,B,Spartina patens,25.3,44.6,0,69.9,
2000,,,Cushmans Landing,CL,A,1,a,Spartina alterniflora,45.4,17.1,0,62.5,
2000,,,Cushmans Landing,CL,A,1,b,Spartina alterniflora,32.5,25.5,0,58,
2000,,,Cushmans Landing,CL,A,2,a,Spartina alterniflora,36.3,48,0,84.3,
2000,,,Cushmans Landing,CL,A,2,b,Spartina alterniflora,29.2,18.9,0,48.1,
2000,,,Cushmans Landing,CL,A,3,a,Distichlis spicata,15,14.6,0,29.6,
2000,,,Cushmans Landing,CL,A,3,a,Spartina alterniflora,4.8,22.7,0,27.5,
2000,,,Cushmans Landing,CL,A,3,b,Distichlis spicata,13.2,4.1,0,17.3,
2000,,,Cushmans Landing,CL,A,3,b,Spartina alterniflora,16.6,17.4,0,34,
2000,,,Cushmans Landing,CL,A,5,A,Distichlis spicata,9.6,3.8,0,13.4,
2000,,,Cushmans Landing,CL,A,5,A,Spartina patens,23.9,5.3,0,29.2,
2000,,,Cushmans Landing,CL,A,5,B,Distichlis spicata,4.1,1.1,0,5.2,
2000,,,Cushmans Landing,CL,A,5,B,Juncus roemerianus,0,0.1,0,0.1,
2000,,,Cushmans Landing,CL,A,5,B,Spartina patens,22.3,6,0,28.3,
2000,,,Cushmans Landing,CL,B,1,a,Spartina alterniflora,33.7,10.7,0,44.4,
2000,,,Cushmans Landing,CL,B,1,b,Spartina alterniflora,48.9,12.5,0,61.4,
2000,,,Cushmans Landing,CL,B,2,a,Distichlis spicata,3.6,0.9,0,4.5,
2000,,,Cushmans Landing,CL,B,2,a,Spartina alterniflora,22.3,23.8,0,46.1,
2000,,,Cushmans Landing,CL,B,2,b,Spartina alterniflora,31,24.9,0,55.9,
2000,,,Cushmans Landing,CL,B,3,a,Distichlis spicata,23.7,15.4,0,39.1,
2000,,,Cushmans Landing,CL,B,3,a,Spartina alterniflora,7.6,3.7,0,11.3,
2000,,,Cushmans Landing,CL,B,3,b,Distichlis spicata,18.6,9.1,0,27.7,
2000,,,Cushmans Landing,CL,B,3,b,Salicornia sp.,0,0.5,0,0.5,
2000,,,Cushmans Landing,CL,B,3,b,Spartina alterniflora,1.4,5.4,0,6.8,
2000,,,Cushmans Landing,CL,B,5,A,Juncus roemerianus,42.2,41.4,0,83.6,
2000,,,Cushmans Landing,CL,B,5,A,Spartina alterniflora,0.1,0,0,0.1,
2000,,,Cushmans Landing,CL,B,5,B,Juncus roemerianus,21.5,41.6,0,63.1,
2000,,,Cushmans Landing,CL,B,5,B,Spartina patens,6.7,4.1,0,10.8,
2000,,,Cushmans Landing,CL,C,1,a,Spartina alterniflora,42.8,7.9,0,50.7,
2000,,,Cushmans Landing,CL,C,1,b,Spartina alterniflora,60.1,5.2,0,65.3,
2000,,,Cushmans Landing,CL,C,2,a,Spartina alterniflora,34.2,12.7,0,46.9,
2000,,,Cushmans Landing,CL,C,2,b,Spartina alterniflora,30.4,30.4,0,60.8,
2000,,,Cushmans Landing,CL,C,3,a,Juncus roemerianus,115.7,69.1,0,184.8,
2000,,,Cushmans Landing,CL,C,3,b,Juncus roemerianus,103.5,130.9,0,234.4,
2000,,,Cushmans Landing,CL,C,5,A,Juncus roemerianus,57.7,48.6,0,106.3,
2000,,,Cushmans Landing,CL,C,5,B,Juncus roemerianus,38.5,31.5,0,70,
2000,,,Gator Tract,GT,A,1,a,Spartina alterniflora,18.9,6.5,0,25.4,
2000,,,Gator Tract,GT,A,1,b,Spartina alterniflora,33.7,6,0,39.7,
2000,,,Gator Tract,GT,A,2,a,Spartina alterniflora,21.5,23.8,0,45.3,
2000,,,Gator Tract,GT,A,2,b,Spartina alterniflora,19.8,14,0,33.8,
2000,,,Gator Tract,GT,A,3,a,Distichlis spicata,3.7,2.2,0,5.9,
2000,,,Gator Tract,GT,A,3,a,Salicornia sp.,8.5,0.9,0,9.4,
2000,,,Gator Tract,GT,A,3,b,Salicornia sp.,6.9,0.1,0,7,
2000,,,Gator Tract,GT,A,3,b,Spartina alterniflora,0.9,0.3,0,1.2,
2000,,,Gator Tract,GT,A,5,A,Distichlis spicata,12.1,13,0,25.1,
2000,,,Gator Tract,GT,A,5,B,Distichlis spicata,6.8,6.6,0,13.4,
2000,,,Gator Tract,GT,A,5,B,Limonium carolinianum,0.9,0.8,0,1.7,
2000,,,Gator Tract,GT,A,5,B,Salicornia sp.,1.1,0.9,0,2,
2000,,,Gator Tract,GT,A,5,B,Spartina patens,4.5,5.1,0,9.6,
2000,,,Gator Tract,GT,B,1,a,Spartina alterniflora,29.6,16.3,0,45.9,
2000,,,Gator Tract,GT,B,1,b,Spartina alterniflora,24.1,10.2,0,34.3,
2000,,,Gator Tract,GT,B,2,a,Spartina alterniflora,21.9,18.1,0,40,
2000,,,Gator Tract,GT,B,2,b,Salicornia sp.,6.3,1.2,0,7.5,
2000,,,Gator Tract,GT,B,2,b,Spartina alterniflora,33,17.3,0,50.3,
2000,,,Gator Tract,GT,B,3,a,Distichlis spicata,4.3,3.4,0,7.7,
2000,,,Gator Tract,GT,B,3,a,Salicornia sp.,3.8,0.2,0,4,
2000,,,Gator Tract,GT,B,3,a,Spartina alterniflora,0.8,4,0,4.8,
2000,,,Gator Tract,GT,B,3,b,Distichlis spicata,4.5,3.3,0,7.8,
2000,,,Gator Tract,GT,B,3,b,Salicornia sp.,9.3,0.9,0,10.2,
2000,,,Gator Tract,GT,B,3,b,Spartina alterniflora,1,0.8,0,1.8,
2000,,,Gator Tract,GT,B,3,b,Unidentified,0,0,0,0.9,
2000,,,Gator Tract,GT,B,5,A,Distichlis spicata,0,0.1,0,0.1,
2000,,,Gator Tract,GT,B,5,A,Juncus roemerianus,9.4,5.6,0,15,
2000,,,Gator Tract,GT,B,5,A,Spartina patens,1.2,0.2,0,1.4,
2000,,,Gator Tract,GT,B,5,B,Juncus roemerianus,70.3,57.8,0,128.1,
2000,,,Gator Tract,GT,C,1,a,Spartina alterniflora,31.8,8.9,0,40.7,
2000,,,Gator Tract,GT,C,1,b,Spartina alterniflora,6.8,4.5,0,11.3,
2000,,,Gator Tract,GT,C,2,a,Distichlis spicata,2.8,1,0,3.8,
2000,,,Gator Tract,GT,C,2,a,Salicornia sp.,0.6,0.1,0,0.7,
2000,,,Gator Tract,GT,C,2,a,Spartina alterniflora,22.5,10.7,0,33.2,
2000,,,Gator Tract,GT,C,2,b,Distichlis spicata,0.6,0,0,0.6,
2000,,,Gator Tract,GT,C,2,b,Spartina alterniflora,12.3,10.6,0,22.9,
2000,,,Gator Tract,GT,C,3,a,Distichlis spicata,2,1.9,0,3.9,
2000,,,Gator Tract,GT,C,3,a,Salicornia sp.,8.4,0.2,0,8.6,
2000,,,Gator Tract,GT,C,3,b,Distichlis spicata,1.4,1.2,0,2.6,
2000,,,Gator Tract,GT,C,3,b,Salicornia sp.,9.6,0.2,0,9.8,
2000,,,Gator Tract,GT,C,3,b,Spartina alterniflora,5.7,3.8,0,9.5,
2000,,,Gator Tract,GT,C,5,A,Distichlis spicata,16.9,8.1,0,25,
2000,,,Gator Tract,GT,C,5,A,Spartina patens,19.8,14.4,0,34.2,
2000,,,Gator Tract,GT,C,5,B,Distichlis spicata,1,1.3,0,2.3,
2000,,,Gator Tract,GT,C,5,B,Spartina patens,10.2,0,0,10.2,
2000,,,Greens Creek,GC,A,1,a,Spartina alterniflora,16.6,14.8,0,31.4,
2000,,,Greens Creek,GC,A,1,b,Spartina alterniflora,11.6,7,0,18.6,
2000,,,Greens Creek,GC,A,2,a,Spartina alterniflora,21.5,14.1,0,35.6,
2000,,,Greens Creek,GC,A,2,b,Spartina alterniflora,18.9,22.2,0,41.1,
2000,,,Greens Creek,GC,B,1,a,Spartina alterniflora,54.9,22.3,0,77.2,
2000,,,Greens Creek,GC,B,1,b,Spartina alterniflora,15.5,25.9,0,41.4,
2000,,,Greens Creek,GC,B,2,a,Spartina alterniflora,22.8,15,0,37.8,
2000,,,Greens Creek,GC,B,2,b,Spartina alterniflora,20,6,0,26,
2000,,,Greens Creek,GC,B,5,A,Distichlis spicata,2.6,0.6,0,3.2,
2000,,,Greens Creek,GC,B,5,A,Spartina alterniflora,0,0.3,0,0.3,
2000,,,Greens Creek,GC,B,5,A,Spartina patens,6.5,2.1,0,8.6,
2000,,,Greens Creek,GC,B,5,B,Distichlis spicata,1.6,0.9,0,2.5,
2000,,,Greens Creek,GC,B,5,B,Spartina patens,9.6,4.1,0,13.7,
2000,,,Greens Creek,GC,C,1,a,Spartina alterniflora,26.4,24.9,0,51.3,
2000,,,Greens Creek,GC,C,1,b,Spartina alterniflora,56.2,10.6,0,66.8,
2000,,,Greens Creek,GC,C,2,a,Spartina alterniflora,10.8,9.2,0,20,
2000,,,Greens Creek,GC,C,2,b,Spartina alterniflora,25,13.9,0,38.9,
2000,,,Greens Creek,GC,C,5,A,Spartina patens,32,3.9,0,35.9,
2000,,,Greens Creek,GC,C,5,B,Spartina patens,19.3,3.2,0,22.5,
2000,,,Hog Island North,HOGN,A,1,a,Spartina alterniflora,50.1,0,0,50.1,
2000,,,Hog Island North,HOGN,A,1,b,Spartina alterniflora,54,9.4,0,63.4,
2000,,,Hog Island North,HOGN,A,2,a,Spartina alterniflora,37.8,3.6,0,41.4,
2000,,,Hog Island North,HOGN,A,2,b,Spartina alterniflora,79.2,1.1,0,80.3,
2000,,,Hog Island North,HOGN,A,4,b,Distichlis spicata,7.66,4.75,0,12.41,0
2000,,,Hog Island North,HOGN,A,4,b,Spartina patens,25.79,38.38,0,64.17,0
2000,,,Hog Island North,HOGN,A,4,b,Unidentified,0,7.78,0,7.78,0
2000,,,Hog Island North,HOGN,B,1,a,Spartina alterniflora,47.2,17.4,0,64.6,
2000,,,Hog Island North,HOGN,B,1,b,Spartina alterniflora,56,27.9,0,83.9,
2000,,,Hog Island North,HOGN,B,2,a,Spartina alterniflora,19.8,13.5,0,33.3,
2000,,,Hog Island North,HOGN,B,2,b,Spartina alterniflora,27.2,17.8,0,45,
2000,,,Hog Island North,HOGN,B,3,a,Spartina alterniflora,23.7,13.1,0,36.8,
2000,,,Hog Island North,HOGN,B,3,b,Spartina alterniflora,27.5,7.8,0,35.3,
2000,,,Hog Island North,HOGN,C,1,a,Spartina alterniflora,56.1,5.2,0,61.3,
2000,,,Hog Island North,HOGN,C,1,b,Spartina alterniflora,87.1,17.4,0,104.5,
2000,,,Hog Island North,HOGN,C,2,a,Spartina alterniflora,37.2,21.3,0,58.5,
2000,,,Hog Island North,HOGN,C,2,b,Spartina alterniflora,21.6,18.5,0,40.1,
2000,,,Hog Island North,HOGN,C,3,b,Distichlis spicata,29.5,22.2,0,51.7,
2000,,,Hog Island North,HOGN,C,3,b,Limonium carolinianum,0,0.3,0,0.3,
2000,,,Hog Island North,HOGN,C,3,b,Spartina alterniflora,8.2,4.7,0,12.9,
2000,,,Hog Island North,HOGN,C,5,A,Distichlis spicata,15.9,13.7,0,29.6,
2000,,,Hog Island North,HOGN,C,5,A,Salicornia sp.,1.2,0.1,0,1.3,
2000,,,Hog Island North,HOGN,C,5,A,Spartina alterniflora,10.6,6.6,0,17.2,
2000,,,Hog Island North,HOGN,C,5,A,Spartina patens,9.4,10.3,0,19.7,
2000,,,Hog Island North,HOGN,C,5,B,Distichlis spicata,5,4.5,0,9.5,
2000,,,Hog Island North,HOGN,C,5,B,Spartina patens,23.7,29.7,0,53.4,
